,product_name,qty,location,payment_mode,price,Time
0,"Symphony DiET 12T Portable Air Cooler with i-Pure technology, 12 Litres",1,600126,Credit Card,5000.0,year-2021_month-05
1,"Canon Pixma GI-790 Original Ink Bottle, Black",1,403723,Credit Card,539.0,year-2021_month-05
2,"Realme 8 Pro, 128 GB, 6 GB RAM, Infinite Blue, Smartphone",1,123401,UPI,17249.0,year-2021_month-05
3,Apple Watch Series 6 GPS - 40 mm Gold Aluminium Case with Pink Sand Sport Band,1,522616,DC_EMI,38900.0,year-2021_month-05
4,"Realme 8 5G 128 GB, 4 GB RAM, Supersonic Blue, Smartphone",1,321403,Credit Card,14499.0,year-2021_month-05
5,"Apple HomePod mini Smart Speaker, White",1,363621,CREDIT_CARD,9600.0,year-2021_month-05
6,"Sony PS4 1TB Slim Bundled Spider-Man,GTS, R&C and PS+3M",1,401107,EMI,28490.0,year-2021_month-05
7,"Panasonic 1.8 litres Rice Cooker, SR-W18GH CMB",1,610104,Credit Card,2899.0,year-2021_month-05
8,"Samsung 138 cm (55 inch) Ultra HD (4K) QLED Smart TV, 55Q70T",1,247001,EMI,90490.0,year-2021_month-05
9, resQ Installation Service for LCD/PDP/RPTV/ Demo,1,247001,EMI,0.0,year-2021_month-05
10, Samsung Wall Mount WMN750M/XL,1,247001,EMI,0.0,year-2021_month-05
11,"Apple MWP22HN/A Wireless Airpods Pro with Wireless Charging Case, White",1,201012,Net Banking,21900.0,year-2021_month-05
12,"boAt Bassheads 110 Earphone with Super Extra Bass, in-line Mic, Black",1,201012,Net Banking,399.0,year-2021_month-05
13,"Apple HomePod mini Smart Speaker, White",1,363621,Credit Card,9600.0,year-2021_month-05
14,Apple Watch Series 6 GPS - 40 mm Gold Aluminium Case with Pink Sand Sport Band,1,522616,Credit Card,38900.0,year-2021_month-05
15,"OnePlus Bullets Wireless Headphone, Reverb Red (Sweat and Water Resistant)",1,221106,Paytm Wallet,1799.0,year-2021_month-05
16,"Apple iPhone SE 64 GB, Black (Includes Earpods and Adapter)",1,509001,Credit Card,38900.0,year-2021_month-05
17,Reconnect RH9101 Tower Air Cooler,1,620014,Credit Card,6599.0,year-2021_month-05
18,boAt Smart Watch Storm RTL Active Black,1,629502,Paytm Wallet,2599.0,year-2021_month-05
19,boAt Smart Watch Storm RTL Active Black,1,629502,Paytm Wallet,2599.0,year-2021_month-05
20,"Godrej 190 litres 2 Star Single Door Refrigerator, Pearl Wine RD EDGE 205B23TAF",1,753006,Credit Card,12240.0,year-2021_month-05
21,"Samsung Galaxy F62 128 GB, 8 GB RAM, Blue, Smartphone",1,826001,CREDIT_CARD,23999.0,year-2021_month-05
22,Philips BHH880 Hair Straightening Brush (Black),1,400706,UPI,2477.13,year-2021_month-05
23,"Philips MG7715/15 13-in-1 Hair Clipper, Face and Body Multigroomer Trimmer (Gray)",1,400706,UPI,3620.87,year-2021_month-05
24,Sony PlayStation 5 Console,1,560076,DEBIT_CARD,47990.0,year-2021_month-05
25,"Godrej 190 litres 2 Star Single Door Refrigerator, Pearl Wine RD EDGE 205B23TAF",1,753006,Credit Card,12240.0,year-2021_month-05
26,Reconnect RH9101 Tower Air Cooler,1,620014,Credit Card,6599.0,year-2021_month-05
27,"Saregama Carvaan Karaoke - Portable Music Player with 5000 Pre-Loaded Songs, FM/BT/AUX (Metallic Red)",1,121007,NETS,19240.0,year-2021_month-05
28,Apple Watch Series 6 GPS - 40 mm Gold Aluminium Case with Pink Sand Sport Band,1,522616,Credit Card,38900.0,year-2021_month-05
29,"Samsung Galaxy F62 128 GB, 8 GB RAM, Blue, Smartphone",1,826001,Credit Card,23999.0,year-2021_month-05
30,"Saregama Carvaan Karaoke - Portable Music Player with 5000 Pre-Loaded Songs, FM/BT/AUX (Metallic Red)",1,121007,Credit Card,19240.0,year-2021_month-05
31,Philips BHH880 Hair Straightening Brush (Black),1,400706,Credit Card,2477.13,year-2021_month-05
32,"Philips MG7715/15 13-in-1 Hair Clipper, Face and Body Multigroomer Trimmer (Gray)",1,400706,Credit Card,3620.87,year-2021_month-05
33,"OnePlus�Nord, 256 GB, 12 GB RAM, Blue Marble, Smartphone",1,400064,EMI,29999.0,year-2021_month-05
34,"Apple iPhone 12 128 GB, Blue",1,313001,Credit Card,79900.0,year-2021_month-05
35,"Realme 8 5G 128 GB, 4 GB RAM, Supersonic Blue, Smartphone",1,321403,Credit Card,14499.0,year-2021_month-05
36,LLOYD 1.5 Ton 3 Star EW Series GLW18B32WSEW Window AC with Self Diagnosis Function,1,110017,EMI,22547.57,year-2021_month-05
37, resQ Installation Service (No returns will be accepted if the installation is not done by resQ Engineers),1,110017,EMI,531.43,year-2021_month-05
38,Philips BHH880 Hair Straightening Brush (Black),1,400706,Credit Card,2477.13,year-2021_month-05
39,"Philips MG7715/15 13-in-1 Hair Clipper, Face and Body Multigroomer Trimmer (Gray)",1,400706,Credit Card,3620.87,year-2021_month-05
40,"Apple Wired EarPods with Lightning Connector,White",1,250001,UPI,1900.0,year-2021_month-05
41,"OnePlus Bullets Wireless Headphone, Reverb Red (Sweat and Water Resistant)",1,221106,Paytm Wallet,1799.0,year-2021_month-05
42,"Canon Pixma GI-790 Original Ink Bottle, Black",1,403723,Credit Card,539.0,year-2021_month-05
43,BLUESTAR 1 Ton 3 Star 3W12LA Window AC,1,400101,DEBIT_CARD,20990.0,year-2021_month-05
44,"OnePlus Bullets Wireless Headphone, Reverb Red (Sweat and Water Resistant)",1,221106,Paytm Wallet,1799.0,year-2021_month-05
45,Philips BHH880 Hair Straightening Brush (Black),1,400706,Credit Card,2477.13,year-2021_month-05
46,"Philips MG7715/15 13-in-1 Hair Clipper, Face and Body Multigroomer Trimmer (Gray)",1,400706,Credit Card,3620.87,year-2021_month-05
47,"Apple iPhone 11 128 GB, Black (without Earpods and Adapter)",1,380024,Credit Card,59900.0,year-2021_month-05
48,"Apple HomePod mini Smart Speaker, White",1,400004,Credit Card,9600.0,year-2021_month-05
49,"Vivo Y20G 64 GB, 4 GB RAM, Purist Blue, Smartphone",1,380024,Credit Card,12990.0,year-2021_month-05
50,"Apple Wired EarPods with Lightning Connector,White",1,250001,Credit Card,1900.0,year-2021_month-05
51,"Realme 7 64 GB, 6 GB RAM, Mist Blue, Smartphone",1,380024,Credit Card,13499.0,year-2021_month-05
52,"Redmi 9A 32 GB, 2 GB RAM, Midnight Black, Smartphone",1,380024,Credit Card,7199.0,year-2021_month-05
53,"6 Month: resQ Care Plan(RCP) Extended Warranty for Smart phones, 6 months",1,380024,Credit Card,399.0,year-2021_month-05
54,"Apple iPhone 12 Mini 64 GB, Purple",1,305004,CREDIT_CARD,66900.0,year-2021_month-05
55,"Canon Pixma GI-790 Original Ink Bottle, Black",1,403723,Credit Card,539.0,year-2021_month-05
56,"Realme Buds Q True wireless Earphone, Black",1,181132,UPI,1499.0,year-2021_month-05
57,"Redmi 9A 32 GB, 2 GB RAM, Midnight Black, Smartphone",1,382443,Credit Card,7199.0,year-2021_month-05
58,"Vivo Y20G 64 GB, 4 GB RAM, Purist Blue, Smartphone",1,380024,Credit Card,12240.0,year-2021_month-05
59,"Lenovo Tab M10 FHD Plus 26.16 cm (10.3 inch) Tablet 4 GB, 128 GB, Platinum Grey, ZA6R0004IN",1,185153,Credit Card,18749.0,year-2021_month-05
60,"Redmi 9A 32 GB, 2 GB RAM, Midnight Black, Smartphone",1,382443,Credit Card,7199.0,year-2021_month-05
61,"Redmi 9A 32 GB, 2 GB RAM, Sea Blue, Smartphone",1,382443,Credit Card,7199.0,year-2021_month-05
62,"Redmi 9A 32 GB, 2 GB RAM, Midnight Black, Smartphone",1,382443,Credit Card,7199.0,year-2021_month-05
63,"Redmi 9i 64 GB, 4 GB RAM, Nature Green, Smartphone",1,382443,Credit Card,8499.0,year-2021_month-05
64,"Saregama Carvaan Karaoke - Portable Music Player with 5000 Pre-Loaded Songs, FM/BT/AUX (Metallic Red)",1,121007,Credit Card,19240.0,year-2021_month-05
65,"Realme 8 Pro, 128 GB, 6 GB RAM, Infinite Blue, Smartphone",1,123401,Credit Card,17249.0,year-2021_month-05
66,"OnePlus�Nord, 256 GB, 12 GB RAM, Blue Marble, Smartphone",1,629252,UPI,29999.0,year-2021_month-05
67,"Apple iPhone 12 128 GB, Blue",1,313001,Credit Card,79900.0,year-2021_month-05
68,"realme C20 32 GB, 2 GB RAM, Cool Grey, Smartphone",1,380061,CREDIT_CARD,6148.97,year-2021_month-05
69,"realme C21 64 GB, 4 GB RAM, Cross Blue, Smartphone",1,380061,CREDIT_CARD,8020.68,year-2021_month-05
70,"Reconnect EP ME-MIC In-Ear Metallic Wired Headphone, Gold/Black",1,380061,CREDIT_CARD,177.37,year-2021_month-05
71,"realme C20 32 GB, 2 GB RAM, Cool Blue, Smartphone",1,380061,CREDIT_CARD,6148.98,year-2021_month-05
72,"Apple Wired EarPods with Lightning Connector,White",1,250001,Credit Card,1900.0,year-2021_month-05
73,"Apple Wired EarPods with Lightning Connector,White",1,250001,Credit Card,1900.0,year-2021_month-05
74,"Sony PS4 1TB Slim Bundled Spider-Man,GTS, R&C and PS+3M",1,530003,Credit Card,29990.0,year-2021_month-05
75,"Reconnect EP ME-MIC In-Ear Metallic Wired Headphone, Gold/Black",1,380061,Credit Card,177.37,year-2021_month-05
76," realme C21 64 GB, 4 GB RAM, Cross Blue, Smartphone",1,400004,Credit Card,8020.68,year-2021_month-05
77," realme C20 32 GB, 2 GB RAM, Cool Blue, Smartphone",1,400004,Credit Card,6148.98,year-2021_month-05
78," realme C20 32 GB, 2 GB RAM, Cool Grey, Smartphone",1,400004,Credit Card,6148.97,year-2021_month-05
79,"Samsung Galaxy F62 128 GB, 8 GB RAM, Blue, Smartphone",1,826001,Credit Card,23999.0,year-2021_month-05
80,"Eureka Forbes Aquaguard 6.5 litres RO+UV+UF+MTDS Water Purifier, Superb with Active Copper and Taste Enhancer",1,751030,EMI,17525.0,year-2021_month-05
81, resQ Installation Service,1,751030,EMI,0.0,year-2021_month-05
82,"Samsung 6.5 Kg Fully Automatic Top Loading Washing Machine WA65A4022NS/TL, Silver",1,831001,Credit Card,14740.0,year-2021_month-05
83,"Samsung Galaxy F62 128 GB, 6 GB RAM, Gray, Smartphone",1,520003,Net Banking,23999.0,year-2021_month-05
84,"Reconnect EP ME-MIC In-Ear Metallic Wired Headphone, Gold/Black",1,380061,Credit Card,177.37,year-2021_month-05
85,"Samsung 6.5 Kg Fully Automatic Top Loading Washing Machine WA65A4022NS/TL, Silver",1,831001,Credit Card,14740.0,year-2021_month-05
86,"Realme Buds Q True wireless Earphone, Black",1,181132,Credit Card,1499.0,year-2021_month-05
87,"Hisense 147 cm (58 inch) Ultra HD (4K) LED Smart TV, A71 Series 58A71F",1,560102,EMI,39790.0,year-2021_month-05
88, resQ Installation Service for LCD/PDP/RPTV/ Demo,1,560102,EMI,0.0,year-2021_month-05
89,"Eureka Forbes Aquaguard 6.5 litres RO+UV+UF+MTDS Water Purifier, Superb with Active Copper and Taste Enhancer",1,751030,Credit Card,17525.0,year-2021_month-05
90, BLUESTAR 1 Ton 3 Star 3W12LA Window AC,1,400004,Credit Card,20990.0,year-2021_month-05
91,"boAt Stone Grenade 5W Portable Wireless Speaker With Multiple Connectivity Modes, Up to 7H Playback, IPX6 Water and Splash Resistance and Rugged Shock Resistant Design, Black",1,361001,DEBIT_CARD,1099.0,year-2021_month-05
92,"Samsung 138 cm (55 inch) Ultra HD (4K) QLED Smart TV, 55Q70T",1,247001,Credit Card,90490.0,year-2021_month-05
93, Samsung Wall Mount WMN750M/XL,1,247001,Credit Card,0.0,year-2021_month-05
94,SHINECON VR Play G-04 3D Virtual Reality Headset,1,221010,UPI,299.0,year-2021_month-05
95,"Eureka Forbes Aquaguard 6.5 litres RO+UV+UF+MTDS Water Purifier, Superb with Active Copper and Taste Enhancer",1,751030,Credit Card,17525.0,year-2021_month-05
96,"OnePlus�Nord, 256 GB, 12 GB RAM, Blue Marble, Smartphone",1,629252,Credit Card,29999.0,year-2021_month-05
97,Bose Home Speaker 500 Bluetooh Speaker Silver,1,302004,Credit Card,38000.0,year-2021_month-05
98,"Symphony DiET 12T Portable Air Cooler with i-Pure technology, 12 Litres",1,600126,Credit Card,5000.0,year-2021_month-05
99,"Reconnect EP ME-MIC In-Ear Metallic Wired Headphone, Gold/Black",1,380061,Credit Card,177.37,year-2021_month-05
100,Reconnect 500 Watts 3 Jars Juicer Mixer Grinder RK1101,1,600091,Credit Card,1799.0,year-2021_month-05
101,"Realme 8 Pro, 128 GB, 6 GB RAM, Infinite Blue, Smartphone",1,123401,Credit Card,17249.0,year-2021_month-05
102,"Reconnect Sporty EP SE-MIC Wired Headphone, Green",1,201010,Credit Card,199.0,year-2021_month-05
103,"Reconnect Sporty EP SE-MIC Wired Headphone, Green",1,201010,PAYTM_WALLET,199.0,year-2021_month-05
104,"Apple iPhone SE 64 GB, Black (Includes Earpods and Adapter)",1,509001,Credit Card,38900.0,year-2021_month-05
105,"Realme Buds Q True wireless Earphone, Black",1,181132,Credit Card,1499.0,year-2021_month-05
106,Timex iConnect TW5M34100 Smart Watch,1,835222,PAYTM_WALLET,4995.0,year-2021_month-05
107,"Lenovo Tab M10 FHD Plus 26.16 cm (10.3 inch) Tablet 4 GB, 128 GB, Platinum Grey, ZA6R0004IN",1,185153,Credit Card,18749.0,year-2021_month-05
108, SHINECON VR Play G-04 3D Virtual Reality Headset,1,400004,Credit Card,299.0,year-2021_month-05
109,Sennheiser CX275S Earphone Black,1,533103,Credit Card,1799.0,year-2021_month-05
110,Sennheiser CX275S Earphone Black,1,533103,UPI,1799.0,year-2021_month-05
111," OnePlus�Nord, 256 GB, 12 GB RAM, Blue Marble, Smartphone",1,400004,Credit Card,29999.0,year-2021_month-05
112,"boAt Bassheads 110 Earphone with Super Extra Bass, in-line Mic, Black",1,400004,Net Banking,354.27,year-2021_month-05
113,"Apple MWP22HN/A Wireless Airpods Pro with Wireless Charging Case, White",1,400004,Net Banking,19444.73,year-2021_month-05
114,Sennheiser CX275S Earphone Black,1,533103,Credit Card,1799.0,year-2021_month-05
115, Timex iConnect TW5M34100 Smart Watch,1,400004,Credit Card,4995.0,year-2021_month-05
116,"Apple iPhone 12 128 GB, Blue",1,313001,EMI,79900.0,year-2021_month-05
117,"Sony PS4 1TB Slim Bundled Spider-Man,GTS, R&C and PS+3M",1,530003,Credit Card,29990.0,year-2021_month-05
118,"Apple iPad 8th Gen 25.90 cm (10.2 inch) Wi-Fi Tablet, 32 GB, Space Grey MYL92HN/A",1,700092,Debit Card,29900.0,year-2021_month-05
119,"Canon Pixma GI-790 Original Ink Bottle, Black",1,403723,NETS,539.0,year-2021_month-05
120,Reconnect RH9101 Tower Air Cooler,1,620014,UPI,6599.0,year-2021_month-05
121," Vivo Y20G 128 GB, 6 GB RAM, Purist Blue, Smartphone",1,400004,Credit Card,14740.0,year-2021_month-05
122,"OnePlus Bullets Wireless Headphone, Reverb Red (Sweat and Water Resistant)",1,517501,UPI,1999.0,year-2021_month-05
123,"Sony PS4 1TB Slim Bundled Spider-Man,GTS, R&C and PS+3M",1,530003,Credit Card,29990.0,year-2021_month-05
124,"OnePlus Bullets Wireless Headphone, Reverb Red (Sweat and Water Resistant)",1,517501,UPI,1999.0,year-2021_month-05
125,"Apple iPad 8th Gen 25.90 cm (10.2 inch) Wi-Fi Tablet, 32 GB, Space Grey MYL92HN/A",1,700092,Debit Card,29900.0,year-2021_month-05
126,Reconnect RH9101 Tower Air Cooler,1,620014,Credit Card,6599.0,year-2021_month-05
127,"Redmi 9 Power 64 GB, 4 GB RAM, Mighty Black Smartphone",1,401602,UPI,10249.0,year-2021_month-05
128,"Samsung 138 cm (55 inch) Ultra HD (4K) QLED Smart TV, 55Q70T",1,247001,Credit Card,90490.0,year-2021_month-05
129, Samsung Wall Mount WMN750M/XL,1,247001,Credit Card,0.0,year-2021_month-05
130,"boAt Stone 1508 Multimedia Bluetooth Speaker with Upto 15 Hours of Uninterrupted Music, Active Black",1,411058,UPI,6749.0,year-2021_month-05
131,"boAt Stone Grenade 5W Portable Wireless Speaker With Multiple Connectivity Modes, Up to 7H Playback, IPX6 Water and Splash Resistance and Rugged Shock Resistant Design, Black",1,361001,Credit Card,1099.0,year-2021_month-05
132,"Realme 8 5G 128 GB, 8 GB RAM, Supersonic Black, Smartphone",1,570017,Credit Card,16499.0,year-2021_month-05
133,Sennheiser CX275S Earphone Black,1,533103,Credit Card,1799.0,year-2021_month-05
134,"OnePlus�Nord, 256 GB, 12 GB RAM, Blue Marble, Smartphone",1,629252,Credit Card,29999.0,year-2021_month-05
135,"Lenovo IdeaPad D330 25.65 cm (10.1 inch) Wi-Fi Tablet 4 GB RAM, 128 GB, Mineral Grey 81H3S01S00",1,421204,Credit Card,21999.0,year-2021_month-05
136,"Realme 8 Pro, 128 GB, 6 GB RAM, Infinite Blue, Smartphone",1,123401,Credit Card,17249.0,year-2021_month-05
137,"Vivo Y20G 128 GB, 6 GB RAM, Purist Blue, Smartphone",1,110022,UPI,14740.0,year-2021_month-05
138," Sony PS4 1TB Slim Bundled Spider-Man,GTS, R&C and PS+3M",1,400004,Credit Card,28490.0,year-2021_month-05
139,"boAt Stone Grenade 5W Portable Wireless Speaker With Multiple Connectivity Modes, Up to 7H Playback, IPX6 Water and Splash Resistance and Rugged Shock Resistant Design, Black",1,201001,UPI,1099.0,year-2021_month-05
140,"Samsung Galaxy Watch SM-R815FZDIINU 42 mm (LTE) Smart Watch, Rose Gold",1,334001,DEBIT_CARD,16499.0,year-2021_month-05
141,Sennheiser CX180II Earphone Black,1,411016,Credit Card,749.0,year-2021_month-05
142,"Lenovo IdeaPad D330 25.65 cm (10.1 inch) Wi-Fi Tablet 4 GB RAM, 128 GB, Mineral Grey 81H3S01S00",1,421204,Credit Card,21999.0,year-2021_month-05
143,Sennheiser CX180II Earphone Black,1,411016,PAYTM_WALLET,749.0,year-2021_month-05
144,"Samsung Galaxy Watch SM-R815FZDIINU 42 mm (LTE) Smart Watch, Rose Gold",1,334001,Credit Card,16499.0,year-2021_month-05
145,Samsung HW-T670 5.1 Channel Sound bar,1,700083,EMI,28990.0,year-2021_month-05
146, resQ Sound Bar Demo Service,1,700083,EMI,0.0,year-2021_month-05
147,"Vivo V20 256 GB, 8 GB RAM, Sunset Melody, Smartphone",1,751019,UPI,24990.0,year-2021_month-05
148,"Samsung Galaxy Watch SM-R815FZDIINU 42 mm (LTE) Smart Watch, Rose Gold",1,334001,Credit Card,16499.0,year-2021_month-05
149,"Samsung 138 cm (55 inch) Ultra HD (4K) QLED Smart TV, 55Q70T",1,247001,Credit Card,90490.0,year-2021_month-05
150, Samsung Wall Mount WMN750M/XL,1,247001,Credit Card,0.0,year-2021_month-05
151,"boAt Stone Grenade 5W Portable Wireless Speaker With Multiple Connectivity Modes, Up to 7H Playback, IPX6 Water and Splash Resistance and Rugged Shock Resistant Design, Black",1,201001,Credit Card,1099.0,year-2021_month-05
152,"Realme 8 5G 128 GB, 8 GB RAM, Supersonic Black, Smartphone",1,570017,NETS,16499.0,year-2021_month-05
153,Sennheiser CX180II Earphone Black,1,411016,Credit Card,749.0,year-2021_month-05
154,SHINECON VR Play G-04 3D Virtual Reality Headset,1,783337,Credit Card,299.0,year-2021_month-05
155,Sony Bravia 139 cm (55 inch) 4K Ultra HD Certified Android Smart LED TV 55X7500H (Black),1,632311,UPI,64490.0,year-2021_month-05
156, resQ Installation Service for LCD/PDP/RPTV/ Demo,1,632311,UPI,0.0,year-2021_month-05
157, Sony Slim 40 and above Wall Mount Bracket,1,632311,UPI,0.0,year-2021_month-05
158,"boAt Stone Grenade 5W Portable Wireless Speaker With Multiple Connectivity Modes, Up to 7H Playback, IPX6 Water and Splash Resistance and Rugged Shock Resistant Design, Black",1,201001,Credit Card,1099.0,year-2021_month-05
159, resQ Installation Service for LCD/PDP/RPTV/ Demo,1,400004,Credit Card,0.0,year-2021_month-05
160, Philips Wall Mount for (58 inch) to (70 inch) Television,1,400004,Credit Card,0.0,year-2021_month-05
161," Philips 146 cm (58 inch) Ultra HD (4K) LED Smart TV, 7600 Series 58PUT7605, with Ultra Resolution Upscaling technology",1,400004,Credit Card,18999.0,year-2021_month-05
162,"Noise NoiseFit Evolve Smart Watch, Sport Slate Black",1,110084,PAYTM_WALLET,5249.0,year-2021_month-05
163,"Apple MWP22HN/A Wireless Airpods Pro with Wireless Charging Case, White",1,700030,Debit Card,21490.0,year-2021_month-05
164,"Reconnect RAMCG1004 Micro USB Keychain Charging Cable, Blue",1,222002,PAYTM_WALLET,99.0,year-2021_month-05
165,"Vivo Y20G 128 GB, 6 GB RAM, Purist Blue, Smartphone",1,110022,DEBIT_CARD,14740.0,year-2021_month-05
166,Oakter Mini UPS for Wi-Fi Router With Smart Charging,1,122004,UPI,1490.0,year-2021_month-05
167,"Samsung 6.5 Kg Fully Automatic Top Loading Washing Machine WA65A4022NS/TL, Silver",1,831001,CREDIT_CARD,14740.0,year-2021_month-05
168, resQ Installation Service,1,831001,CREDIT_CARD,0.0,year-2021_month-05
169,Mi TV Stick with Built in Chromecast,1,110037,CREDIT_CARD,2799.0,year-2021_month-05
170,"Apple MWP22HN/A Wireless Airpods Pro with Wireless Charging Case, White",1,700030,Debit Card,21490.0,year-2021_month-05
171,"Sony PS4 1TB Slim Bundled Spider-Man,GTS, R&C and PS+3M",1,530003,EMI,29990.0,year-2021_month-05
172,"Reconnect Sporty EP SE-MIC Wired Headphone, Green",1,222002,UPI,199.0,year-2021_month-05
173,"OnePlus�Nord, 256 GB, 12 GB RAM, Blue Marble, Smartphone",1,629252,Credit Card,29999.0,year-2021_month-05
174,"Realme 8 5G 128 GB, 8 GB RAM, Supersonic Black, Smartphone",1,570017,Credit Card,16499.0,year-2021_month-05
175,"Apple iPad 8th Gen 25.90 cm (10.2 inch) Wi-Fi Tablet, 32 GB, Space Grey MYL92HN/A",1,753007,EMI,29900.0,year-2021_month-05
176,"Realme 7 64 GB, 6 GB RAM, Mist Blue, Smartphone",1,380024,Credit Card,13499.0,year-2021_month-05
177,"Redmi 9A 32 GB, 2 GB RAM, Midnight Black, Smartphone",1,380024,Credit Card,7199.0,year-2021_month-05
178,"6 Month: resQ Care Plan(RCP) Extended Warranty for Smart phones, 6 months",1,380024,Credit Card,399.0,year-2021_month-05
179,"Philips 146 cm (58 inch) Ultra HD (4K) LED Smart TV, 7600 Series 58PUT7605, with Ultra Resolution Upscaling technology",1,500011,CREDIT_CARD,18999.0,year-2021_month-05
180, resQ Installation Service for LCD/PDP/RPTV/ Demo,1,500011,CREDIT_CARD,0.0,year-2021_month-05
181, Philips Wall Mount for (58 inch) to (70 inch) Television,1,500011,CREDIT_CARD,0.0,year-2021_month-05
182,"Samsung Galaxy S20 FE 256 GB, 8 GB RAM, Cloud Navy, Smartphone",1,110032,EMI,38499.0,year-2021_month-05
183,Sennheiser CX180II Earphone Black,1,400004,Credit Card,749.0,year-2021_month-05
184,"Apple Wired EarPods with Lightning Connector,White",1,250001,Credit Card,1900.0,year-2021_month-05
185,"Reconnect Sporty EP SE-MIC Wired Headphone, Green",1,222002,Credit Card,199.0,year-2021_month-05
186,Oakter Mini UPS for Wi-Fi Router With Smart Charging,1,122004,Credit Card,1490.0,year-2021_month-05
187,"Vivo Y20G 128 GB, 6 GB RAM, Purist Blue, Smartphone",1,110022,UPI,14740.0,year-2021_month-05
188," Vivo Y20G 128 GB, 6 GB RAM, Purist Blue, Smartphone",1,400004,Credit Card,14740.0,year-2021_month-05
189,"Reconnect RAMCG1004 Micro USB Keychain Charging Cable, Blue",1,222002,Credit Card,99.0,year-2021_month-05
190,"Amazon Fire TV Stick (3rd Gen, 2021), Includes Alexa Voice Remote, Full HD Streaming Device",1,303108,Credit Card,3999.0,year-2021_month-05
191,"HP14s-FQ1030AU Laptop (AMD Ryzen 5 5500U/8GB/512GB PCIe-SSD/AMD Radeon Graphics/Windows 10/MSO/FHD), 35.6 cm (14 inch)",1,500097,Credit Card,47499.0,year-2021_month-05
192,Samsung HW-T670 5.1 Channel Sound bar,1,700083,Credit Card,28990.0,year-2021_month-05
193,"Samsung 6.5 Kg Fully Automatic Top Loading Washing Machine WA65A4022NS/TL, Silver",1,831001,Credit Card,14740.0,year-2021_month-05
194,"Philips HR3705/10 Hand Mixer 300 Watt, Black",1,380061,Debit Card,1999.0,year-2021_month-05
195,"Philips HR3705/10 Hand Mixer 300 Watt, Black",1,380061,Debit Card,1999.0,year-2021_month-05
196," Samsung Galaxy S20 FE 256 GB, 8 GB RAM, Cloud Navy, Smartphone",1,400004,Credit Card,38499.0,year-2021_month-05
197,"Philips HR3705/10 Hand Mixer 300 Watt, Black",1,380061,Debit Card,1999.0,year-2021_month-05
198,"HP14s-FQ1030AU Laptop (AMD Ryzen 5 5500U/8GB/512GB PCIe-SSD/AMD Radeon Graphics/Windows 10/MSO/FHD), 35.6 cm (14 inch)",1,500097,DEBIT_CARD,47499.0,year-2021_month-05
199,"Reconnect RAMCG1004 Micro USB Keychain Charging Cable, Blue",1,222002,Credit Card,99.0,year-2021_month-05
200,"HP14s-FQ1030AU Laptop (AMD Ryzen 5 5500U/8GB/512GB PCIe-SSD/AMD Radeon Graphics/Windows 10/MSO/FHD), 35.6 cm (14 inch)",1,500097,Credit Card,47499.0,year-2021_month-05
201,Samsung HW-T670 5.1 Channel Sound bar,1,700083,Credit Card,28990.0,year-2021_month-05
202,"HP 14-dh1178TU Pavilion X360 Laptop (10th Gen Intel Core i3-10110U/8 GB/512 GB SSD/Windows 10/MSO/FHD), 35.56 cm (14 inch)",1,321001,Credit Card,45063.0,year-2021_month-05
203,"Apple iPad 8th Gen 25.90 cm (10.2 inch) Wi-Fi Tablet, 32 GB, Space Grey MYL92HN/A",1,753007,Credit Card,29900.0,year-2021_month-05
204,"Lenovo IdeaPad D330 25.65 cm (10.1 inch) Wi-Fi Tablet 4 GB RAM, 128 GB, Mineral Grey 81H3S01S00",1,421204,DEBIT_CARD,21999.0,year-2021_month-05
205,"Reconnect Sporty EP SE-MIC Wired Headphone, Green",1,222002,Credit Card,199.0,year-2021_month-05
206,"Samsung Galaxy F62 128 GB, 6 GB RAM, Gray, Smartphone",1,520003,Net Banking,23999.0,year-2021_month-05
207,"boAt Stone Grenade 5W Portable Wireless Speaker With Multiple Connectivity Modes, Up to 7H Playback, IPX6 Water and Splash Resistance and Rugged Shock Resistant Design, Black",1,361001,Credit Card,1099.0,year-2021_month-05
208,"HP 14-dh1178TU Pavilion X360 Laptop (10th Gen Intel Core i3-10110U/8 GB/512 GB SSD/Windows 10/MSO/FHD), 35.56 cm (14 inch)",1,321001,EMI,45063.0,year-2021_month-05
209,Samsung HW-T670 5.1 Channel Sound bar,1,700083,EMI,29990.0,year-2021_month-05
210, resQ Sound Bar Demo Service,1,700083,EMI,0.0,year-2021_month-05
211,"Haier CleanCool 1.5 Ton 3 Star HSU18C-NCS3B Inverter Split AC with Self Clean, Triple Inverter+, Hyper PCB",1,781038,UPI,28065.66,year-2021_month-05
212, resQ Installation Service (No returns will be accepted if the installation is not done by resQ Engineers),1,781038,UPI,1103.34,year-2021_month-05
213,Sennheiser HD4.40 Blueooth Headphone Black,1,530013,UPI,5499.0,year-2021_month-05
214,"Vivo V20 256 GB, 8 GB RAM, Sunset Melody, Smartphone",1,751019,Credit Card,24990.0,year-2021_month-05
215,"Lenovo IdeaPad D330 25.65 cm (10.1 inch) Wi-Fi Tablet 4 GB RAM, 128 GB, Mineral Grey 81H3S01S00",1,421204,Credit Card,21999.0,year-2021_month-05
216,"Reconnect Sporty EP SE-MIC Wired Headphone, Green",1,400004,Credit Card,199.0,year-2021_month-05
